BathroomCount,BedroomCount,ConstructionYear,District,Fireplace,Garden,GardenArea,Kitchen,LivingArea,Locality,MonthlyCharges,NumberOfFacades,PEB,PostalCode,Price,PropertyId,Province,Region,RoomCount,ShowerCount,StateOfBuilding,SubtypeOfProperty,SurfaceOfPlot,SwimmingPool,Terrace,ToiletCount,TypeOfSale
1,2,1957,Nivelles,0,0,127,INSTALLED,98,Jodoigne,0,3,C,1370,990,20022052,Walloon Brabant,Wallonie,5,0,GOOD,house,120,0,1,2,residential_monthly_rent
1,2,2018,Gent,0,1,500,HYPER_EQUIPPED,149,Evergem,0,3,A,9940,1075,20022043,East Flanders,Flanders,5,0,AS_NEW,house,600,0,1,2,residential_monthly_rent
2,6,2007,Roeselare,0,1,483,INSTALLED,378,Dadizele,0,4,B,8890,1250,20022040,West Flanders,Flanders,1,0,AS_NEW,house,1058,0,0,4,residential_monthly_rent
1,0,2002,Mons,0,1,32,INSTALLED,32,Mons,110,3,B,7000,550,20022037,Hainaut,Wallonie,5,1,GOOD,flat_studio,333,0,1,1,residential_monthly_rent
1,0,2002,Mons,0,0,127,INSTALLED,29,Mons,0,3,B,7000,650,20022031,Hainaut,Wallonie,2,1,GOOD,flat_studio,333,0,1,1,residential_monthly_rent
1,0,2002,Brussels,0,0,127,INSTALLED,40,Uccle,125,2,B,1180,700,20022030,Brussels,Brussels,5,1,GOOD,flat_studio,333,0,0,1,residential_monthly_rent
1,0,2002,Brussels,0,0,127,INSTALLED,40,Uccle,150,3,B,1180,750,20022028,Brussels,Brussels,5,0,GOOD,flat_studio,333,0,1,1,residential_monthly_rent
1,1,2002,Leuven,0,0,127,SEMI_EQUIPPED,120,Leuven,0,2,B,3000,1215,20022024,Flemish Brabant,Flanders,2,1,AS_NEW,house,24,0,1,1,residential_monthly_rent
1,3,2002,Brussels,0,1,35,HYPER_EQUIPPED,190,Jette,0,2,B,1090,1900,20022005,Brussels,Brussels,8,0,GOOD,house,0,0,0,1,residential_monthly_rent
1,1,2002,Halle-Vilvoorde,0,0,127,INSTALLED,80,Vilvoorde,20,2,C,1800,875,20022001,Flemish Brabant,Flanders,5,0,AS_NEW,apartment,333,0,0,1,residential_monthly_rent
1,2,2016,Dinant,0,0,127,INSTALLED,89,Bièvre,40,3,B,5555,720,20021998,Namur,Wallonie,5,0,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,3,2002,Namur,0,1,1,USA_INSTALLED,130,Namur,0,3,B,5000,1200,20021996,Namur,Wallonie,6,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,1,1880,Namur,0,1,250,INSTALLED,66,Namur,0,2,C,5000,750,20021994,Namur,Wallonie,5,0,JUST_RENOVATED,ground_floor,333,0,1,1,residential_monthly_rent
1,6,2002,Charleroi,0,1,1,HYPER_EQUIPPED,120,Charleroi,100,2,B,6000,450,10871991,Hainaut,Wallonie,5,4,AS_NEW,kot,333,0,1,4,residential_monthly_rent
1,2,2023,Antwerp,0,0,127,INSTALLED,101,Burcht,100,3,B,2070,1350,10871693,Antwerp,Flanders,5,0,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,2,2002,Brussels,0,0,127,HYPER_EQUIPPED,85,Forest,200,2,E,1190,1200,10871441,Brussels,Brussels,5,1,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,3,2002,Liège,0,0,127,INSTALLED,92,Seraing,0,2,G,4102,1000,10871295,Liège,Wallonie,5,1,JUST_RENOVATED,duplex,333,0,1,1,residential_monthly_rent
2,2,2020,Gent,0,0,127,HYPER_EQUIPPED,109,Deinze,0,2,A,9800,955,10710001,East Flanders,Flanders,5,0,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,2,2002,Liège,0,0,127,USA_HYPER_EQUIPPED,55,Luik,110,2,B,4000,950,10710067,Liège,Wallonie,5,0,GOOD,apartment,333,0,1,2,residential_monthly_rent
0,2,2002,Namur,0,0,127,SEMI_EQUIPPED,50,NAMUR,150,2,F,5000,550,10709978,Namur,Wallonie,5,1,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,1,2002,Leuven,0,0,127,INSTALLED,60,Kortenberg,0,3,C,3070,885,10709737,Flemish Brabant,Flanders,2,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,0,2002,Namur,0,0,127,INSTALLED,120,Namur,0,3,B,5000,410,10708378,Namur,Wallonie,5,0,GOOD,kot,333,0,0,1,residential_monthly_rent
1,0,2002,Leuven,0,0,127,INSTALLED,16,Leuven,55,3,B,3000,845,10708371,Flemish Brabant,Flanders,5,0,AS_NEW,kot,333,0,1,1,residential_monthly_rent
1,1,2002,Liège,0,0,127,HYPER_EQUIPPED,75,Luik,110,2,B,4000,1000,10708154,Liège,Wallonie,5,0,GOOD,triplex,333,0,0,2,residential_monthly_rent
1,3,2002,Leuven,0,0,127,INSTALLED,125,Kortenberg,75,2,C,3070,1100,8159016,Flemish Brabant,Flanders,5,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,2,2019,Mons,0,0,127,USA_INSTALLED,120,Lens,0,3,B,7870,900,8154716,Hainaut,Wallonie,5,1,AS_NEW,duplex,333,0,1,2,residential_monthly_rent
1,2,2002,Brussels,0,0,127,INSTALLED,120,Watermael-Boitsfort,100,3,B,1170,840,20021993,Brussels,Brussels,5,1,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,2,2002,Gent,0,0,127,HYPER_EQUIPPED,120,Gent,0,2,C,9000,985,20021989,East Flanders,Flanders,5,0,JUST_RENOVATED,apartment,333,0,0,1,residential_monthly_rent
1,2,1960,Brussels,0,0,127,HYPER_EQUIPPED,100,Auderghem,150,2,G,1160,1200,20021988,Brussels,Brussels,9,1,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,1862,Brussels,0,0,127,HYPER_EQUIPPED,102,Bruxelles,130,2,B,1000,1590,20021987,Brussels,Brussels,5,1,GOOD,apartment,333,0,1,2,residential_monthly_rent
1,2,2005,Aalst,0,0,127,INSTALLED,120,Herzele,65,3,B,9550,825,20021984,East Flanders,Flanders,5,0,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,1,2002,Nivelles,0,1,50,INSTALLED,120,Wavre,0,2,B,1300,750,20021978,Walloon Brabant,Wallonie,5,1,GOOD,apartment,333,0,1,1,residential_monthly_rent
2,3,2002,Mechelen,0,0,127,INSTALLED,192,Heist-op-den-Berg,0,4,C,2222,1450,20021964,Antwerp,Flanders,5,0,GOOD,house,761,0,1,1,residential_monthly_rent
1,2,1997,Halle-Vilvoorde,0,0,127,INSTALLED,204,HOFSTADE,0,4,C,1981,1250,20021957,Flemish Brabant,Flanders,5,0,GOOD,house,980,0,0,2,residential_monthly_rent
1,2,2002,Halle-Vilvoorde,0,0,127,INSTALLED,90,Machelen,20,2,C,1830,875,20021952,Flemish Brabant,Flanders,5,0,AS_NEW,apartment,333,0,0,1,residential_monthly_rent
1,2,2010,Waremme,0,0,127,INSTALLED,120,Fexhe-le-Haut-Clocher,0,3,B,4347,785,20021953,Liège,Wallonie,5,0,AS_NEW,apartment,333,0,0,1,residential_monthly_rent
1,1,2002,Liège,0,0,127,INSTALLED,120,Liège,90,3,B,4030,500,20021946,Liège,Wallonie,5,0,GOOD,flat_studio,333,0,0,1,residential_monthly_rent
1,3,2002,Nivelles,0,0,127,USA_HYPER_EQUIPPED,80,Genappe,0,2,C,1470,910,20021937,Walloon Brabant,Wallonie,11,0,AS_NEW,apartment,333,0,0,1,residential_monthly_rent
1,2,2022,Philippeville,0,0,127,HYPER_EQUIPPED,120,Philippeville,0,2,B,5600,800,20021932,Namur,Wallonie,5,1,JUST_RENOVATED,duplex,333,0,1,2,residential_monthly_rent
2,2,2002,Brussels,0,1,75,HYPER_EQUIPPED,150,Ixelles,250,2,C,1050,2800,20021928,Brussels,Brussels,5,1,AS_NEW,apartment,333,0,1,2,residential_monthly_rent
1,2,2020,Sint-Niklaas,0,0,127,HYPER_EQUIPPED,118,STEENDORP,0,4,A,9140,1015,20021926,East Flanders,Flanders,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,2002,Dendermonde,0,0,127,INSTALLED,86,GREMBERGEN,0,2,B,9200,750,20021917,East Flanders,Flanders,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,2002,Oudenaarde,1,0,127,INSTALLED,91,Brakel,150,2,B,9660,700,10871016,East Flanders,Flanders,2,0,AS_NEW,apartment,333,0,0,1,residential_monthly_rent
0,1,2003,Namur,0,0,127,INSTALLED,60,BOUGE,0,2,B,5004,670,10708127,Namur,Wallonie,5,1,JUST_RENOVATED,apartment,333,0,1,1,residential_monthly_rent
1,0,2002,Namur,0,0,127,INSTALLED,27,Namur,45,3,E,5000,440,10705767,Namur,Wallonie,5,0,AS_NEW,flat_studio,333,0,0,1,residential_monthly_rent
1,2,1930,Brussels,0,0,127,HYPER_EQUIPPED,90,Etterbeek,60,3,D,1040,1500,20021905,Brussels,Brussels,6,0,JUST_RENOVATED,apartment,333,0,1,0,residential_monthly_rent
1,0,1981,Veurne,0,0,127,INSTALLED,27,Nieuwpoort,0,3,C,8620,490,20021901,West Flanders,Flanders,6,0,GOOD,flat_studio,333,0,1,1,residential_monthly_rent
1,2,1986,Mechelen,0,0,127,INSTALLED,97,Putte,0,3,C,2580,750,20021891,Antwerp,Flanders,11,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,2002,Gent,0,0,127,INSTALLED,119,Gent,0,3,B,9000,1650,20021886,East Flanders,Flanders,9,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
0,1,2002,Tielt,0,0,127,INSTALLED,120,Ardooie,0,3,A,8850,550,20021881,West Flanders,Flanders,5,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,2,1991,Gent,0,0,127,INSTALLED,89,Wondelgem,10,3,D,9032,785,20021880,East Flanders,Flanders,9,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,1,1998,Leuven,0,0,127,INSTALLED,52,Tervuren,0,3,C,3080,800,20021858,Flemish Brabant,Flanders,9,0,GOOD,ground_floor,333,0,0,1,residential_monthly_rent
2,3,2002,Brugge,0,0,127,INSTALLED,94,Knokke-Heist,0,2,C,8300,1750,10704475,West Flanders,Flanders,5,2,GOOD,house,36,0,0,2,residential_monthly_rent
1,1,2002,Mons,0,0,127,SEMI_EQUIPPED,120,Mons,150,1,D,7000,500,8113118,Hainaut,Wallonie,2,1,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,3,2017,Waremme,0,0,127,INSTALLED,120,Lens-St-Servais,0,3,B,4250,1000,8076345,Liège,Wallonie,5,0,GOOD,house,200,0,0,2,residential_monthly_rent
1,1,2002,Leuven,0,0,127,INSTALLED,35,Leuven,0,3,A,3000,795,20021754,Flemish Brabant,Flanders,5,0,AS_NEW,flat_studio,333,0,0,1,residential_monthly_rent
1,2,1980,Antwerp,0,1,83,SEMI_EQUIPPED,80,Brasschaat,8,2,B,2930,850,20021753,Antwerp,Flanders,5,0,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
2,2,2002,Leuven,0,0,127,HYPER_EQUIPPED,145,Rotselaar Wezemaal,0,4,B,3111,1150,20021751,Flemish Brabant,Flanders,5,0,GOOD,penthouse,333,0,1,1,residential_monthly_rent
1,3,2021,Neufchâteau,0,0,127,INSTALLED,100,Offagne,45,3,B,6850,785,20021741,Luxembourg,Wallonie,5,1,JUST_RENOVATED,apartment,333,0,1,1,residential_monthly_rent
1,2,2020,Neufchâteau,0,0,127,INSTALLED,85,Libin,0,3,A,6890,725,20021740,Luxembourg,Wallonie,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
2,2,1990,Brussels,0,0,127,HYPER_EQUIPPED,115,Etterbeek,110,2,C,1040,1550,20021739,Brussels,Brussels,5,2,AS_NEW,duplex,333,0,1,3,residential_monthly_rent
3,5,2002,Leuven,1,0,127,INSTALLED,220,Tervuren,0,4,B,3080,2600,20021738,Flemish Brabant,Flanders,5,1,GOOD,villa,600,0,1,1,residential_monthly_rent
3,4,2002,Halle-Vilvoorde,0,0,127,INSTALLED,120,Sint Stevens Woluwe,0,2,A,1932,3800,20021736,Flemish Brabant,Flanders,5,0,GOOD,house,0,0,0,1,residential_monthly_rent
1,3,1971,Nivelles,0,0,127,INSTALLED,120,Nivelles,0,2,E,1400,950,20021735,Walloon Brabant,Wallonie,5,0,GOOD,house,50,0,1,1,residential_monthly_rent
1,2,2002,Antwerp,0,0,127,INSTALLED,90,Antwerpen,0,2,B,2600,1050,20021734,Antwerp,Flanders,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,2023,Antwerp,0,0,127,HYPER_EQUIPPED,84,Stabroek,0,2,B,2940,1025,20021732,Antwerp,Flanders,5,0,GOOD,ground_floor,333,0,1,1,residential_monthly_rent
1,2,2002,Antwerp,0,0,127,INSTALLED,125,Antwerpen,0,2,B,2600,1100,20021733,Antwerp,Flanders,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,2002,Antwerp,0,0,127,INSTALLED,125,Antwerpen,0,2,B,2600,1100,20021731,Antwerp,Flanders,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,2002,Antwerp,0,0,127,INSTALLED,125,Antwerpen,0,2,B,2600,1100,20021730,Antwerp,Flanders,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,2002,Antwerp,0,0,127,INSTALLED,110,Antwerpen,0,2,B,2600,1150,20021729,Antwerp,Flanders,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,1,2002,Veurne,0,0,127,INSTALLED,120,NIEUWPOORT,75,3,A,8620,825,10702185,West Flanders,Flanders,5,0,GOOD,apartment,333,0,0,0,residential_monthly_rent
2,3,1981,Brugge,0,0,127,INSTALLED,120,Knokke-Heist,0,3,C,8300,5950,20021720,West Flanders,Flanders,13,0,GOOD,villa,0,0,0,2,residential_monthly_rent
1,2,2002,Gent,0,0,127,INSTALLED,75,Gent,0,3,B,9000,840,20021696,East Flanders,Flanders,6,0,GOOD,apartment,333,0,1,0,residential_monthly_rent
1,1,2002,Gent,0,0,127,INSTALLED,120,Gent,0,3,E,9000,550,20021685,East Flanders,Flanders,5,1,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,2,2002,Brussels,0,0,127,USA_HYPER_EQUIPPED,120,Ixelles,15,2,C,1050,1250,20021686,Brussels,Brussels,5,0,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,3,2002,Halle-Vilvoorde,0,1,790,HYPER_EQUIPPED,275,Dworp,0,3,B,1653,2400,20021677,Flemish Brabant,Flanders,2,0,JUST_RENOVATED,house,900,0,1,2,residential_monthly_rent
1,2,2022,Oudenaarde,0,1,25,INSTALLED,95,Ronse,0,2,B,9600,700,20021678,East Flanders,Flanders,2,1,AS_NEW,house,60,0,0,1,residential_monthly_rent
1,3,2006,Gent,0,0,127,INSTALLED,81,Gent,40,3,B,9000,1150,20021679,East Flanders,Flanders,5,1,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,1,1995,Nivelles,0,0,127,INSTALLED,48,Braine-l'Alleud,70,3,E,1420,820,20021672,Walloon Brabant,Wallonie,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,1962,Brussels,0,0,127,INSTALLED,87,Anderlecht,0,4,C,1070,1150,20021663,Brussels,Brussels,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,2002,Liège,0,0,127,INSTALLED,91,Blégny Barchon,0,3,G,4671,830,20021660,Liège,Wallonie,5,1,AS_NEW,house,136,0,1,1,residential_monthly_rent
1,2,2017,Turnhout,0,0,127,INSTALLED,65,Turnhout,100,2,B,2300,950,20021655,Antwerp,Flanders,5,0,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,2,2002,Gent,0,0,127,INSTALLED,63,Gent,50,3,A,9000,950,20021652,East Flanders,Flanders,5,1,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,3,2002,Mechelen,0,1,1,INSTALLED,120,Bonheiden,0,4,B,2820,1200,20021649,Antwerp,Flanders,6,1,GOOD,house,0,0,0,1,residential_monthly_rent
1,2,2002,Brussels,0,0,127,HYPER_EQUIPPED,100,Woluwe-Saint-Pierre,350,2,F,1150,1750,20021645,Brussels,Brussels,5,0,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,0,1961,Brussels,0,1,150,HYPER_EQUIPPED,30,Watermael-Boitsfort,0,3,B,1170,945,20021642,Brussels,Brussels,1,1,JUST_RENOVATED,flat_studio,333,0,1,1,residential_monthly_rent
1,2,2002,Leuven,0,0,127,USA_INSTALLED,110,Leuven,150,3,B,3000,1350,20021641,Flemish Brabant,Flanders,5,1,AS_NEW,duplex,333,0,1,1,residential_monthly_rent
1,1,1900,Brussels,0,0,127,HYPER_EQUIPPED,68,Etterbeek,50,2,E,1040,1150,20021630,Brussels,Brussels,5,0,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,1,1960,Brussels,0,0,127,INSTALLED,80,Woluwe-Saint-Lambert,150,2,D,1200,1100,20021629,Brussels,Brussels,5,1,GOOD,penthouse,333,0,1,1,residential_monthly_rent
1,1,2020,Gent,0,0,127,INSTALLED,80,Gent,0,2,C,9000,890,20021628,East Flanders,Flanders,5,0,JUST_RENOVATED,apartment,333,0,0,1,residential_monthly_rent
1,1,2002,Roeselare,0,0,127,INSTALLED,120,Ingelmunster,0,3,F,8770,525,20021607,West Flanders,Flanders,5,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,1,1910,Brussels,0,0,127,USA_INSTALLED,97,Ixelles,80,3,E,1050,1180,20021605,Brussels,Brussels,3,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,2,2005,Turnhout,0,0,127,INSTALLED,120,Geel,0,3,C,2440,850,20021583,Antwerp,Flanders,10,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,1947,Brussels,0,0,127,HYPER_EQUIPPED,100,Ixelles,250,3,D,1050,1700,20021581,Brussels,Brussels,5,1,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,2,2007,Nivelles,0,0,127,INSTALLED,95,Braine-l'Alleud,125,3,B,1420,1250,20021578,Walloon Brabant,Wallonie,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,1,2011,Namur,0,0,127,USA_INSTALLED,66,Namur,100,1,B,5100,760,20021568,Namur,Wallonie,3,1,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,1,2002,Dinant,0,0,127,SEMI_EQUIPPED,50,Vresse-sur-Semois Bohan,160,2,E,5550,500,20021540,Namur,Wallonie,5,1,GOOD,apartment,333,0,0,1,residential_monthly_rent
0,4,2018,Oostend,0,0,127,INSTALLED,180,Snaaskerke,0,3,A,8470,1150,20021498,West Flanders,Flanders,4,0,GOOD,house,300,0,0,0,residential_monthly_rent
1,2,2002,Sint-Niklaas,0,0,127,INSTALLED,120,Sint-Niklaas,0,3,B,9100,900,20021489,East Flanders,Flanders,10,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,2002,Nivelles,0,0,127,INSTALLED,95,Tubize,0,3,C,1480,875,20021488,Walloon Brabant,Wallonie,5,0,JUST_RENOVATED,duplex,333,0,1,2,residential_monthly_rent
1,4,2002,Kortrijk,0,0,127,INSTALLED,169,Anzegem,0,2,F,8570,695,20021467,West Flanders,Flanders,12,0,GOOD,house,0,0,0,0,residential_monthly_rent
1,2,1996,Dendermonde,0,0,127,INSTALLED,120,Hamme (9220),0,3,D,9220,750,20021465,East Flanders,Flanders,10,0,JUST_RENOVATED,apartment,333,0,0,2,residential_monthly_rent
1,1,2002,Gent,0,0,127,INSTALLED,120,Gent,90,3,B,9000,850,20021459,East Flanders,Flanders,5,0,GOOD,apartment,333,0,0,0,residential_monthly_rent
1,0,1975,Antwerp,0,0,127,INSTALLED,38,Kontich,25,3,C,2550,675,20021449,Antwerp,Flanders,2,0,GOOD,flat_studio,333,0,0,1,residential_monthly_rent
1,1,2002,Gent,0,0,127,INSTALLED,84,Gent,0,3,B,9000,800,20021448,East Flanders,Flanders,5,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,2,1960,Brussels,0,0,127,INSTALLED,75,Schaerbeek,0,2,B,1030,1000,20021442,Brussels,Brussels,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,2002,Antwerp,0,0,127,INSTALLED,120,Schoten,0,3,B,2900,995,20021440,Antwerp,Flanders,5,0,GOOD,duplex,333,0,1,1,residential_monthly_rent
1,3,2017,Leuven,0,0,127,HYPER_EQUIPPED,94,Diest,80,3,A,3290,1020,20021438,Flemish Brabant,Flanders,11,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,2,1962,Brussels,0,0,127,HYPER_EQUIPPED,80,Forest,0,4,D,1190,1400,20021432,Brussels,Brussels,10,1,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,1,2002,Antwerp,0,0,127,INSTALLED,120,Antwerpen (2050),0,3,B,2050,1710,20021427,Antwerp,Flanders,5,0,GOOD,service_flat,333,0,0,0,residential_monthly_rent
1,2,2024,Hasselt,0,0,127,INSTALLED,91,Gingelom,0,3,B,3890,1085,20021425,Limburg,Flanders,8,0,GOOD,house,332,0,0,1,residential_monthly_rent
1,2,1910,Brussels,0,1,65,HYPER_EQUIPPED,122,BRUXELLES,0,2,D,1000,1300,20021412,Brussels,Brussels,5,2,GOOD,duplex,333,0,0,2,residential_monthly_rent
0,2,2002,Veurne,0,0,127,INSTALLED,120,Oostduinkerke,0,3,E,8670,840,20021413,West Flanders,Flanders,10,0,GOOD,apartment,333,0,0,0,residential_monthly_rent
1,2,1967,Brussels,0,0,127,INSTALLED,75,Evere,130,3,C,1140,1050,20021414,Brussels,Brussels,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,3,2002,Brugge,0,0,127,INSTALLED,139,Sint-Andries,0,3,B,8200,1195,20021403,West Flanders,Flanders,5,0,GOOD,house,0,0,0,2,residential_monthly_rent
1,3,2002,Mons,0,0,127,INSTALLED,120,Mons,0,4,C,7034,1530,20021406,Hainaut,Wallonie,5,0,AS_NEW,villa,0,0,0,1,residential_monthly_rent
1,1,2002,Dinant,0,0,127,SEMI_EQUIPPED,40,Vresse-sur-Semois Bohan,0,2,G,5550,450,20021401,Namur,Wallonie,5,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,3,2024,Dinant,0,0,127,HYPER_EQUIPPED,120,Gedinne,0,3,A,5575,985,20021394,Namur,Wallonie,5,0,GOOD,house,600,0,1,2,residential_monthly_rent
1,2,2018,Antwerp,0,0,127,INSTALLED,90,BOECHOUT,75,2,A,2530,895,20021385,Antwerp,Flanders,5,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,4,2024,Gent,0,1,400,INSTALLED,120,Drongen,0,3,A+,9031,1700,20021384,East Flanders,Flanders,5,1,AS_NEW,house,550,0,1,2,residential_monthly_rent
3,6,1960,Brussels,1,1,500,USA_HYPER_EQUIPPED,518,Woluwe-Saint-Pierre,0,3,D,1150,3950,20021382,Brussels,Brussels,5,0,AS_NEW,house,720,0,0,4,residential_monthly_rent
1,2,2002,Brugge,0,0,127,INSTALLED,120,Jabbeke,0,3,D,8490,1050,20021368,West Flanders,Flanders,5,0,GOOD,house,0,0,0,1,residential_monthly_rent
2,3,2002,Tournai,0,0,127,HYPER_EQUIPPED,220,Tournai,150,2,A,7500,1800,10700689,Hainaut,Wallonie,5,0,AS_NEW,apartment,333,0,1,2,residential_monthly_rent
1,2,2018,Oostend,0,0,127,INSTALLED,120,Westende,0,3,A,8434,820,10699832,West Flanders,Flanders,8,0,GOOD,apartment,333,0,0,0,residential_monthly_rent
1,1,2002,Brugge,0,0,127,INSTALLED,55,Brugge,0,3,A,8000,762,7974693,West Flanders,Flanders,5,0,GOOD,service_flat,333,0,0,1,residential_monthly_rent
1,2,2016,Oudenaarde,0,0,127,INSTALLED,110,Brakel,50,3,B,9660,800,20021363,East Flanders,Flanders,5,0,AS_NEW,duplex,333,0,1,1,residential_monthly_rent
0,2,2017,Roeselare,0,0,127,INSTALLED,95,Ingelmunster,0,3,A,8770,715,20021362,West Flanders,Flanders,8,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,1,2002,Dinant,0,1,500,INSTALLED,120,Yvoir,0,3,B,5530,800,20021355,Namur,Wallonie,4,0,AS_NEW,apartment,333,1,1,1,residential_monthly_rent
0,1,2009,Gent,0,0,127,INSTALLED,45,Merelbeke,0,3,B,9820,730,20021354,East Flanders,Flanders,6,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,1,2002,Brussels,0,0,127,INSTALLED,82,BRUXELLES,0,3,G,1000,1300,20021346,Brussels,Brussels,5,1,JUST_RENOVATED,apartment,333,0,0,2,residential_monthly_rent
1,3,2024,Kortrijk,0,0,127,INSTALLED,233,Gijzelbrechtegem,0,3,A,8570,1050,20021343,West Flanders,Flanders,13,0,AS_NEW,house,450,0,0,0,residential_monthly_rent
1,1,2016,Kortrijk,0,0,127,INSTALLED,120,Waregem,50,3,A,8790,690,20021341,West Flanders,Flanders,7,0,GOOD,apartment,333,0,0,0,residential_monthly_rent
1,2,2007,Kortrijk,0,0,127,INSTALLED,120,Desselgem,50,3,B,8792,740,20021340,West Flanders,Flanders,8,0,GOOD,apartment,333,0,0,1,residential_monthly_rent
1,2,1993,Kortrijk,0,0,127,INSTALLED,110,Waregem,0,3,D,8790,750,20021342,West Flanders,Flanders,9,0,GOOD,apartment,333,0,0,0,residential_monthly_rent
1,3,2002,Gent,0,0,127,INSTALLED,129,Ledeberg,0,3,B,9050,1275,20021334,East Flanders,Flanders,9,0,GOOD,house,0,0,0,1,residential_monthly_rent
1,2,2024,Gent,0,0,127,INSTALLED,120,Deinze,80,3,A,9800,950,20021332,East Flanders,Flanders,9,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
4,4,1993,Brugge,0,0,127,HYPER_EQUIPPED,246,Knokke-Heist Knokke,0,3,B,8300,3800,10697911,West Flanders,Flanders,5,2,GOOD,apartment,333,0,1,4,residential_monthly_rent
1,2,2020,Leuven,0,0,127,INSTALLED,104,Rotselaar,0,3,A,3110,1100,20021282,Flemish Brabant,Flanders,12,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
0,3,1958,Sint-Niklaas,0,0,127,INSTALLED,230,Beveren-Waas,0,3,A,9120,1795,20021284,East Flanders,Flanders,12,0,GOOD,house,230,0,1,1,residential_monthly_rent
1,2,2002,Charleroi,0,0,127,HYPER_EQUIPPED,100,Les Bons Villers,0,4,D,6210,950,20021275,Hainaut,Wallonie,5,1,JUST_RENOVATED,house,0,0,0,2,residential_monthly_rent
1,3,2020,Charleroi,0,0,127,USA_HYPER_EQUIPPED,125,Presles,165,2,B,6250,950,20021273,Hainaut,Wallonie,5,1,AS_NEW,apartment,333,0,1,1,residential_monthly_rent
1,1,2002,Eeklo,0,0,127,INSTALLED,120,Eeklo,85,3,A,9900,775,20021270,East Flanders,Flanders,9,0,GOOD,apartment,333,0,1,1,residential_monthly_rent
1,1,2023,Leuven,0,0,127,HYPER_EQUIPPED,66,Heverlee,0,3,A,3001,1095,20021260,Flemish Brabant,Flanders,8,0,AS_NEW,apartment,333,0,0,1,residential_monthly_rent
1,2,2002,Kortrijk,0,1,20,INSTALLED,92,Kortrijk,0,3,E,8500,600,20021263,West Flanders,Flanders,1,0,GOOD,house,115,0,0,1,residential_monthly_rent
1,2,1975,Brussels,0,0,127,INSTALLED,106,Ixelles,100,2,D,1050,1600,20021244,Brussels,Brussels,5,1,GOOD,apartment,333,0,1,2,residential_monthly_rent
